id,set_name,card_name,ungraded,psa_7,psa_8,psa_9,psa_9_5,psa_10,bgs_10,cgc_10,sgc_10,release_date,set_z_score
888788,Pokemon Delta Species,Mewtwo [Reverse Holo] #12,165.54,600.0,957.5,1864.36,2018.4,12949.84,16835.0,7770.0,7770.0,2005-10-31,4.03
888686,Pokemon Delta Species,Mightyena #24,8.0,17.0,21.55,71.92,79.0,109.62,143.0,129.99,66.0,2005-10-31,-0.42
888800,Pokemon Delta Species,Mightyena [Reverse Holo] #24,29.14,37.0,46.46,165.0,182.0,1312.5,1706.0,199.0,788.0,2005-10-31,-0.0
888712,Pokemon Delta Species,Persian #50,2.83,9.8,17.49,21.99,24.0,30.05,39.0,11.9,18.0,2005-10-31,-0.45
888826,Pokemon Delta Species,Persian [Reverse Holo] #50,26.0,18.0,22.01,104.35,115.0,699.65,910.0,150.0,420.0,2005-10-31,-0.22
888740,Pokemon Delta Species,Ponyta #78,1.85,7.89,13.3,22.5,25.0,83.22,108.0,9.99,50.0,2005-10-31,-0.43
888854,Pokemon Delta Species,Ponyta [Reverse Holo] #78,18.47,12.0,15.25,140.87,155.0,270.0,351.0,100.0,162.0,2005-10-31,-0.37
888741,Pokemon Delta Species,Poochyena #79,1.73,5.76,52.4,58.0,64.0,99.51,129.0,13.75,60.0,2005-10-31,-0.43
888855,Pokemon Delta Species,Poochyena [Reverse Holo] #79,13.0,18.2,50.0,51.75,57.0,140.26,182.0,92.5,84.0,2005-10-31,-0.41
888742,Pokemon Delta Species,Porygon #80,2.62,10.38,20.0,22.0,24.0,66.63,87.0,36.15,40.0,2005-10-31,-0.44
888856,Pokemon Delta Species,Porygon [Reverse Holo] #80,28.5,17.55,76.46,132.5,146.0,318.84,414.0,141.5,191.0,2005-10-31,-0.35
888687,Pokemon Delta Species,Porygon2 #25,2.88,5.61,7.5,20.0,22.0,89.65,117.0,54.0,54.0,2005-10-31,-0.43
888801,Pokemon Delta Species,Porygon2 [Reverse Holo] #25,35.39,31.99,70.0,79.04,87.0,1000.0,1300.0,145.0,600.0,2005-10-31,-0.11
888763,Pokemon Delta Species,Potion #101,1.93,8.01,25.42,42.5,47.0,51.0,66.0,10.5,31.0,2005-10-31,-0.44
888877,Pokemon Delta Species,Potion [Reverse Holo] #101,2.25,6.38,14.41,16.0,18.0,204.5,266.0,123.0,123.0,2005-10-31,-0.39
888713,Pokemon Delta Species,Pupitar #51,2.49,8.41,12.47,25.19,28.0,91.33,119.0,50.0,55.0,2005-10-31,-0.43
888827,Pokemon Delta Species,Pupitar [Reverse Holo] #51,22.0,19.03,49.99,91.0,100.0,831.44,1081.0,115.18,499.0,2005-10-31,-0.17
888688,Pokemon Delta Species,Rain Castform #26,3.5,30.93,36.69,142.03,156.0,170.0,221.0,10.5,102.0,2005-10-31,-0.4
888802,Pokemon Delta Species,Rain Castform [Reverse Holo] #26,19.99,29.99,66.0,100.0,110.0,306.2,398.0,99.99,184.0,2005-10-31,-0.35
888743,Pokemon Delta Species,Ralts #81,1.74,9.27,13.72,24.21,27.0,147.36,192.0,21.64,88.0,2005-10-31,-0.41
888857,Pokemon Delta Species,Ralts [Reverse Holo] #81,20.17,27.26,52.0,57.0,63.0,781.78,1016.0,77.5,469.0,2005-10-31,-0.19
888714,Pokemon Delta Species,Rapidash #52,2.13,6.71,8.5,31.94,35.0,96.71,126.0,92.5,58.0,2005-10-31,-0.43
888828,Pokemon Delta Species,Rapidash [Reverse Holo] #52,34.44,22.0,28.07,89.8,109.56,712.0,926.0,219.31,427.0,2005-10-31,-0.21
888675,Pokemon Delta Species,Rayquaza #13,150.62,346.59,416.47,1278.5,1406.0,4171.87,5423.0,1225.0,2503.0,2005-10-31,0.99
888789,Pokemon Delta Species,Rayquaza [Reverse Holo] #13,240.0,600.0,930.5,2005.43,2212.5,7564.59,9834.0,4539.0,4539.0,2005-10-31,2.16
888676,Pokemon Delta Species,Salamence #14,33.25,72.28,101.94,205.41,226.0,1800.0,2340.0,299.0,1080.0,2005-10-31,0.16
888790,Pokemon Delta Species,Salamence [Reverse Holo] #14,35.0,183.75,370.0,607.88,708.25,4748.0,6172.0,695.76,2849.0,2005-10-31,1.19
888744,Pokemon Delta Species,Sandshrew #82,3.64,7.2,9.36,40.35,44.0,133.95,174.0,35.05,80.0,2005-10-31,-0.41
888858,Pokemon Delta Species,Sandshrew [Reverse Holo] #82,33.39,5.5,54.88,56.75,66.66,1543.0,2006.0,144.62,926.0,2005-10-31,0.08
888689,Pokemon Delta Species,Sandslash #27,6.38,8.09,11.94,34.39,38.0,62.0,81.0,34.99,37.0,2005-10-31,-0.44
888803,Pokemon Delta Species,Sandslash [Reverse Holo] #27,33.55,22.01,61.16,167.08,184.0,1570.77,2042.0,160.0,942.0,2005-10-31,0.09
888715,Pokemon Delta Species,Shelgon #53,1.74,7.99,10.5,32.63,36.0,110.0,143.0,66.0,66.0,2005-10-31,-0.42
888716,Pokemon Delta Species,Shelgon #54,2.6,10.98,14.44,27.99,31.0,69.69,91.0,42.0,42.0,2005-10-31,-0.44
888829,Pokemon Delta Species,Shelgon [Reverse Holo] #53,15.25,10.0,40.0,82.25,134.8,255.99,333.0,99.99,154.0,2005-10-31,-0.37
888830,Pokemon Delta Species,Shelgon [Reverse Holo] #54,13.75,13.92,41.0,53.0,58.0,368.04,478.0,92.5,221.0,2005-10-31,-0.33
888717,Pokemon Delta Species,Skarmory #55,2.52,8.0,9.38,31.77,35.0,91.87,119.0,24.86,55.0,2005-10-31,-0.43
888831,Pokemon Delta Species,Skarmory [Reverse Holo] #55,19.48,54.89,58.86,138.49,152.0,518.99,675.0,199.0,311.0,2005-10-31,-0.28
888690,Pokemon Delta Species,Slowking #28,4.18,25.0,55.17,61.0,67.0,152.64,198.0,92.0,92.0,2005-10-31,-0.41
888804,Pokemon Delta Species,Slowking [Reverse Holo] #28,51.01,75.99,125.0,150.0,165.0,2237.21,2908.0,401.58,1342.0,2005-10-31,0.32
888745,Pokemon Delta Species,Slowpoke #83,3.28,7.95,10.5,32.63,36.0,150.0,195.0,26.25,90.0,2005-10-31,-0.41
888859,Pokemon Delta Species,Slowpoke [Reverse Holo] #83,45.38,16.5,54.99,202.5,223.0,1564.18,2033.0,290.41,939.0,2005-10-31,0.08
888691,Pokemon Delta Species,Snow-cloud Castform #29,3.75,9.32,15.0,25.0,28.0,124.41,162.0,25.0,75.0,2005-10-31,-0.42
888805,Pokemon Delta Species,Snow-cloud Castform [Reverse Holo] #29,19.95,34.44,41.13,70.07,77.0,290.78,378.0,114.03,174.0,2005-10-31,-0.36
888677,Pokemon Delta Species,Starmie #15,24.65,31.81,68.64,123.09,125.0,898.0,1167.0,119.16,539.0,2005-10-31,-0.15
888692,Pokemon Delta Species,Starmie #30,4.65,6.14,8.68,60.0,66.0,124.98,162.0,18.5,75.0,2005-10-31,-0.42
888791,Pokemon Delta Species,Starmie [Reverse Holo] #15,24.93,35.85,78.58,201.65,222.0,725.12,943.0,160.0,435.0,2005-10-31,-0.21
888806,Pokemon Delta Species,Starmie [Reverse Holo] #30,33.95,20.0,64.76,113.5,250.64,691.67,899.0,199.0,415.0,2005-10-31,-0.22
888746,Pokemon Delta Species,Staryu #84,1.67,7.06,7.42,3.25,4.0,75.0,98.0,45.0,45.0,2005-10-31,-0.43
888747,Pokemon Delta Species,Staryu #85,1.58,4.03,9.99,11.0,12.0,33.0,43.0,13.75,20.0,2005-10-31,-0.45
888860,Pokemon Delta Species,Staryu [Reverse Holo] #84,18.34,17.52,91.0,100.0,110.0,229.86,299.0,70.5,138.0,2005-10-31,-0.38
888861,Pokemon Delta Species,Staryu [Reverse Holo] #85,14.23,40.0,56.0,62.0,68.0,196.67,256.0,44.76,118.0,2005-10-31,-0.39
888693,Pokemon Delta Species,Sunny Castform #31,4.55,9.92,13.61,33.02,36.0,56.0,73.0,99.99,34.0,2005-10-31,-0.44
888807,Pokemon Delta Species,Sunny Castform [Reverse Holo] #31,24.0,31.0,47.26,192.5,212.0,316.5,411.0,102.5,190.0,2005-10-31,-0.35
888762,Pokemon Delta Species,Super Scoop Up #100,2.59,8.61,13.34,31.15,34.0,46.51,60.0,28.0,28.0,2005-10-31,-0.44
888876,Pokemon Delta Species,Super Scoop Up [Reverse Holo] #100,6.99,11.0,11.7,30.0,33.0,193.16,251.0,36.0,116.0,2005-10-31,-0.39
888694,Pokemon Delta Species,Swellow #32,1.26,9.17,13.59,67.57,74.0,212.5,276.0,128.0,128.0,2005-10-31,-0.39
888808,Pokemon Delta Species,Swellow [Reverse Holo] #32,11.34,9.5,22.49,60.77,67.0,480.0,624.0,153.44,288.0,2005-10-31,-0.29
888764,Pokemon Delta Species,Switch #102,2.14,7.01,10.26,20.0,21.0,21.5,28.0,6.63,13.0,2005-10-31,-0.45
888878,Pokemon Delta Species,Switch [Reverse Holo] #102,8.0,9.4,22.75,25.0,39.99,140.2,182.0,31.0,84.0,2005-10-31,-0.41
888748,Pokemon Delta Species,Taillow #86,1.23,6.9,8.35,22.42,25.0,146.03,190.0,9.46,88.0,2005-10-31,-0.41
888862,Pokemon Delta Species,Taillow [Reverse Holo] #86,16.1,12.03,49.51,54.0,59.0,448.08,583.0,30.11,269.0,2005-10-31,-0.3
888678,Pokemon Delta Species,Tyranitar #16,75.01,176.0,239.5,410.0,451.0,1618.97,2105.0,241.23,971.0,2005-10-31,0.1
888792,Pokemon Delta Species,Tyranitar [Reverse Holo] #16,71.25,316.0,525.0,1006.08,1107.0,5950.0,7735.0,536.42,3570.0,2005-10-31,1.6
888679,Pokemon Delta Species,Umbreon #17,168.52,263.97,472.5,902.5,993.0,5379.46,6993.0,1667.54,3228.0,2005-10-31,1.41
888793,Pokemon Delta Species,Umbreon [Reverse Holo] #17,240.63,527.02,911.0,1815.63,1997.0,7343.14,9546.0,2528.89,4406.0,2005-10-31,2.09
888680,Pokemon Delta Species,Vaporeon #18,78.75,94.32,159.88,330.0,363.0,2005.5,2607.0,318.21,1203.0,2005-10-31,0.24
888772,Pokemon Delta Species,Vaporeon EX #110,149.14,213.58,395.0,525.19,578.0,7100.0,9230.0,500.01,4260.0,2005-10-31,2.0
888794,Pokemon Delta Species,Vaporeon [Reverse Holo] #18,128.44,128.99,360.5,804.31,885.0,3328.92,4328.0,1200.0,1997.0,2005-10-31,0.69
888718,Pokemon Delta Species,Volbeat #56,1.99,8.65,13.06,26.25,29.0,79.0,103.0,47.0,47.0,2005-10-31,-0.43
888832,Pokemon Delta Species,Volbeat [Reverse Holo] #56,8.62,14.0,28.0,50.82,56.0,492.95,641.0,130.0,296.0,2005-10-31,-0.29
888749,Pokemon Delta Species,Weedle #87,1.37,5.58,7.45,21.68,24.0,65.21,85.0,15.5,39.0,2005-10-31,-0.44
888863,Pokemon Delta Species,Weedle [Reverse Holo] #87,25.0,13.0,20.0,39.99,44.0,412.0,536.0,52.5,247.0,2005-10-31,-0.32
888695,Pokemon Delta Species,Weezing #33,1.71,15.44,99.9,110.0,121.0,130.0,169.0,78.0,78.0,2005-10-31,-0.41
888809,Pokemon Delta Species,Weezing [Reverse Holo] #33,25.62,46.0,71.0,129.0,142.0,317.43,413.0,190.0,190.0,2005-10-31,-0.35
888750,Pokemon Delta Species,Zubat #88,1.55,8.53,36.0,40.0,44.0,85.0,111.0,17.5,51.0,2005-10-31,-0.43
888864,Pokemon Delta Species,Zubat [Reverse Holo] #88,19.88,14.52,76.0,84.0,137.5,894.71,1163.0,74.99,537.0,2005-10-31,-0.15
888022,Pokemon Deoxys,Altaria #1,22.51,22.49,68.26,90.73,100.0,635.0,826.0,368.1,381.0,2005-02-14,-0.13
888129,Pokemon Deoxys,Altaria [Reverse Holo] #1,44.53,18.51,81.62,297.2,318.0,324.29,422.0,150.0,195.0,2005-02-14,-0.2
888072,Pokemon Deoxys,Bagon #52,1.49,5.5,13.5,24.99,27.0,90.0,117.0,20.53,54.0,2005-02-14,-0.25
888180,Pokemon Deoxys,Bagon [Reverse Holo] #52,17.49,13.34,24.49,65.0,72.0,1425.0,1853.0,855.0,855.0,2005-02-14,0.04
888104,Pokemon Deoxys,Balloon Berry #84,1.05,4.42,7.54,19.49,21.0,42.47,55.0,10.5,25.0,2005-02-14,-0.26
888212,Pokemon Deoxys,Balloon Berry [Reverse Holo] #84,7.66,8.69,14.95,25.0,28.0,268.01,348.0,35.0,161.0,2005-02-14,-0.21
888073,Pokemon Deoxys,Baltoy #53,1.0,4.15,7.11,18.56,20.0,56.46,73.0,17.0,34.0,2005-02-14,-0.26
888181,Pokemon Deoxys,Baltoy [Reverse Holo] #53,8.41,20.0,39.99,77.19,85.0,235.0,306.0,70.0,141.0,2005-02-14,-0.22
888074,Pokemon Deoxys,Barboach #54,1.39,5.05,6.5,16.15,18.0,66.69,87.0,24.79,40.0,2005-02-14,-0.26
888182,Pokemon Deoxys,Barboach [Reverse Holo] #54,9.23,25.0,25.55,67.0,74.0,1437.2,1868.0,862.0,862.0,2005-02-14,0.04
888023,Pokemon Deoxys,Beautifly #2,9.41,15.8,26.49,58.74,65.0,285.67,371.0,171.0,171.0,2005-02-14,-0.21
888130,Pokemon Deoxys,Beautifly [Reverse Holo] #2,17.0,43.5,44.87,99.95,110.0,190.62,248.0,144.95,114.0,2005-02-14,-0.23
888075,Pokemon Deoxys,Beldum #55,1.12,4.37,6.25,18.47,20.0,56.19,73.0,10.5,34.0,2005-02-14,-0.26
888183,Pokemon Deoxys,Beldum [Reverse Holo] #55,13.0,25.49,53.24,59.0,65.0,269.69,351.0,142.45,162.0,2005-02-14,-0.21
888113,Pokemon Deoxys,Boost Energy #93,1.89,5.57,8.14,13.33,15.0,240.75,313.0,15.72,144.0,2005-02-14,-0.22
888221,Pokemon Deoxys,Boost Energy [Reverse Holo] #93,6.09,3.99,10.5,65.5,72.0,399.96,520.0,240.0,240.0,2005-02-14,-0.18
888024,Pokemon Deoxys,Breloom #3,12.4,12.76,65.0,90.0,99.0,1411.5,1835.0,155.0,847.0,2005-02-14,0.03
888131,Pokemon Deoxys,Breloom [Reverse Holo] #3,34.25,29.99,59.34,79.12,187.5,977.12,1270.0,200.0,586.0,2005-02-14,-0.06
888025,Pokemon Deoxys,Camerupt #4,11.69,20.0,22.75,55.0,61.0,200.01,260.0,119.5,120.0,2005-02-14,-0.23
888132,Pokemon Deoxys,Camerupt [Reverse Holo] #4,16.25,14.99,70.0,77.0,100.0,570.29,741.0,100.37,342.0,2005-02-14,-0.15
888076,Pokemon Deoxys,Carvanha #56,1.64,7.5,11.2,12.52,14.0,23.07,30.0,20.45,14.0,2005-02-14,-0.27
888184,Pokemon Deoxys,Carvanha [Reverse Holo] #56,26.99,15.27,58.14,65.35,72.0,400.0,520.0,48.82,240.0,2005-02-14,-0.18
888026,Pokemon Deoxys,Claydol #5,9.57,17.11,27.48,51.08,56.0,449.02,584.0,99.99,269.0,2005-02-14,-0.17
888133,Pokemon Deoxys,Claydol [Reverse Holo] #5,12.99,28.99,39.95,56.75,62.0,254.25,331.0,125.0,153.0,2005-02-14,-0.22
888077,Pokemon Deoxys,Corphish #57,1.0,6.0,7.5,11.0,12.0,25.0,33.0,10.25,15.0,2005-02-14,-0.27
888185,Pokemon Deoxys,Corphish [Reverse Holo] #57,13.48,49.99,55.78,57.5,63.0,198.37,258.0,183.75,119.0,2005-02-14,-0.23
888027,Pokemon Deoxys,Crawdaunt #6,19.99,20.32,39.0,74.22,82.0,462.79,602.0,119.5,278.0,2005-02-14,-0.17
888134,Pokemon Deoxys,Crawdaunt [Reverse Holo] #6,16.51,25.71,71.67,77.0,85.0,444.49,578.0,249.5,267.0,2005-02-14,-0.17
888116,Pokemon Deoxys,Crobat EX #96,67.0,99.99,172.67,375.12,413.0,1163.64,1513.0,284.05,698.0,2005-02-14,-0.02
888105,Pokemon Deoxys,Crystal Shard #85,2.09,4.82,6.56,10.0,11.0,241.3,314.0,145.0,145.0,2005-02-14,-0.22
888213,Pokemon Deoxys,Crystal Shard [Reverse Holo] #85,4.49,8.87,12.99,54.14,60.0,160.0,208.0,96.0,96.0,2005-02-14,-0.24
888037,Pokemon Deoxys,Deoxys #16,7.88,29.64,56.0,152.5,168.0,950.0,1235.0,69.99,570.0,2005-02-14,-0.07
888038,Pokemon Deoxys,Deoxys #17,8.1,7.0,8.75,49.99,68.44,95.0,124.0,89.5,71.98,2005-02-14,-0.25
888039,Pokemon Deoxys,Deoxys #18,6.0,23.0,29.0,52.92,58.0,338.21,440.0,31.68,71.98,2005-02-14,-0.2
888117,Pokemon Deoxys,Deoxys EX #97,151.06,338.78,530.0,807.66,990.0,4515.25,5870.0,1102.15,2709.0,2005-02-14,0.7
888118,Pokemon Deoxys,Deoxys EX #98,119.21,300.0,340.0,935.42,1349.98,11727.88,15246.0,656.85,7037.0,2005-02-14,2.25
888119,Pokemon Deoxys,Deoxys EX #99,101.79,166.0,207.5,809.76,1525.0,2716.83,3532.0,725.25,1630.0,2005-02-14,0.31
888144,Pokemon Deoxys,Deoxys [Reverse Holo] #16,81.13,202.1,475.74,675.52,743.0,5100.0,6630.0,999.0,3060.0,2005-02-14,0.82
888145,Pokemon Deoxys,Deoxys [Reverse Holo] #17,142.08,187.5,589.0,1026.25,1129.0,3502.88,4554.0,499.0,325.0,2005-02-14,0.48
888146,Pokemon Deoxys,Deoxys [Reverse Holo] #18,60.0,123.0,237.32,608.57,648.0,660.98,859.0,899.0,397.0,2005-02-14,-0.13
888050,Pokemon Deoxys,Donphan #30,7.0,11.45,26.43,66.18,73.0,79.0,103.0,27.34,47.0,2005-02-14,-0.25
888158,Pokemon Deoxys,Donphan [Reverse Holo] #30,27.49,15.75,48.0,53.0,58.0,717.5,933.0,120.0,431.0,2005-02-14,-0.12
888028,Pokemon Deoxys,Dusclops #7,12.97,28.34,34.21,69.32,76.0,661.25,860.0,51.0,397.0,2005-02-14,-0.13
888135,Pokemon Deoxys,Dusclops [Reverse Holo] #7,24.99,17.07,40.63,72.5,80.0,242.5,315.0,105.0,146.0,2005-02-14,-0.22
888078,Pokemon Deoxys,Duskull #58,1.6,9.06,31.91,35.0,39.0,54.08,70.0,16.0,32.0,2005-02-14,-0.26
888186,Pokemon Deoxys,Duskull [Reverse Holo] #58,22.43,52.0,73.0,90.94,100.0,1365.0,1775.0,92.83,819.0,2005-02-14,0.02
888079,Pokemon Deoxys,Electrike #59,1.39,9.54,14.0,33.9,37.0,148.53,193.0,11.76,89.0,2005-02-14,-0.24
888080,Pokemon Deoxys,Electrike #60,1.84,8.15,11.84,30.98,34.0,138.93,181.0,24.79,83.0,2005-02-14,-0.24
888187,Pokemon Deoxys,Electrike [Reverse Holo] #59,11.99,8.5,29.0,52.46,58.0,99.5,129.0,14.0,60.0,2005-02-14,-0.25
888188,Pokemon Deoxys,Electrike [Reverse Holo] #60,10.99,17.0,20.75,44.44,49.0,403.99,525.0,74.99,242.0,2005-02-14,-0.18
888106,Pokemon Deoxys,Energy Charge #86,2.44,6.42,8.99,18.5,20.0,57.0,74.0,5.85,34.0,2005-02-14,-0.26
888214,Pokemon Deoxys,Energy Charge [Reverse Holo] #86,6.99,14.5,20.5,20.98,23.0,193.39,251.0,40.0,116.0,2005-02-14,-0.23
888051,Pokemon Deoxys,Golbat #31,3.12,8.43,9.95,36.67,40.0,56.89,74.0,34.0,34.0,2005-02-14,-0.26
888159,Pokemon Deoxys,Golbat [Reverse Holo] #31,26.49,18.5,50.5,90.81,100.0,210.81,274.0,135.0,126.0,2005-02-14,-0.23
888081,Pokemon Deoxys,Goldeen #61,1.67,8.3,20.0,22.0,24.0,38.15,50.0,23.0,23.0,2005-02-14,-0.26
888189,Pokemon Deoxys,Goldeen [Reverse Holo] #61,14.25,7.0,9.22,34.95,53.0,179.99,234.0,137.5,108.0,2005-02-14,-0.23
888052,Pokemon Deoxys,Grumpig #32,1.01,3.19,14.99,16.0,18.0,22.5,29.0,14.5,14.0,2005-02-14,-0.27
888160,Pokemon Deoxys,Grumpig [Reverse Holo] #32,10.0,6.0,7.38,28.01,31.0,273.05,355.0,164.0,164.0,2005-02-14,-0.21
888029,Pokemon Deoxys,Gyarados #8,58.43,130.0,196.86,349.93,385.0,2085.29,2711.0,647.44,1251.0,2005-02-14,0.18
888136,Pokemon Deoxys,Gyarados [Reverse Holo] #8,190.71,233.35,697.0,1141.99,1256.0,4075.03,5298.0,1580.55,2445.0,2005-02-14,0.6
888120,Pokemon Deoxys,Hariyama EX #100,60.0,84.0,105.0,265.0,292.0,1814.88,2359.0,226.86,1089.0,2005-02-14,0.12
888114,Pokemon Deoxys,Heal Energy #94,6.53,9.43,14.0,220.0,242.0,264.0,343.0,15.5,158.0,2005-02-14,-0.21
888222,Pokemon Deoxys,Heal Energy [Reverse Holo] #94,12.99,9.99,16.49,100.96,111.0,233.5,304.0,140.0,140.0,2005-02-14,-0.22
888030,Pokemon Deoxys,Jirachi #9,69.51,75.0,126.83,359.75,396.0,3493.79,4542.0,351.25,2096.0,2005-02-14,0.48
888137,Pokemon Deoxys,Jirachi [Reverse Holo] #9,175.69,100.0,737.71,1324.69,1457.0,1590.0,2067.0,256.0,954.0,2005-02-14,0.07
888082,Pokemon Deoxys,Koffing #62,1.78,5.92,9.0,21.9,24.0,39.97,52.0,19.27,24.0,2005-02-14,-0.26
888190,Pokemon Deoxys,Koffing [Reverse Holo] #62,16.43,13.76,39.99,42.55,47.0,765.89,996.0,59.0,460.0,2005-02-14,-0.11
888107,Pokemon Deoxys,Lady Outing #87,1.39,7.82,23.95,43.32,48.0,58.01,75.0,9.5,35.0,2005-02-14,-0.26
888215,Pokemon Deoxys,Lady Outing [Reverse Holo] #87,7.25,2.26,32.5,51.0,56.0,248.88,324.0,74.99,149.0,2005-02-14,-0.22
888125,Pokemon Deoxys,Latias [Gold Star] #105,1621.36,5999.99,6650.11,13903.6,15294.0,19317.5,25113.0,31000.0,11591.0,2005-02-14,3.88
888126,Pokemon Deoxys,Latios [Gold Star] #106,1500.0,4165.73,6742.46,8500.0,9350.0,32800.0,42640.0,9630.35,19680.0,2005-02-14,6.77
888053,Pokemon Deoxys,Lombre #33,1.99,7.29,12.12,25.82,28.0,40.0,52.0,29.99,24.0,2005-02-14,-0.26
888054,Pokemon Deoxys,Lombre #34,1.51,5.96,8.47,16.75,18.0,75.79,99.0,12.7,45.0,2005-02-14,-0.25
888161,Pokemon Deoxys,Lombre [Reverse Holo] #33,11.51,16.0,19.99,83.01,91.0,100.0,130.0,89.99,60.0,2005-02-14,-0.25
888162,Pokemon Deoxys,Lombre [Reverse Holo] #34,11.25,16.0,20.5,56.25,60.0,84.01,109.0,41.5,50.0,2005-02-14,-0.25
888055,Pokemon Deoxys,Lotad #35,1.98,7.87,11.5,19.99,22.0,49.99,65.0,24.79,30.0,2005-02-14,-0.26
888083,Pokemon Deoxys,Lotad #63,1.32,6.63,9.45,43.99,48.0,74.99,97.0,12.5,45.0,2005-02-14,-0.25
888163,Pokemon Deoxys,Lotad [Reverse Holo] #35,12.86,22.25,48.99,81.75,99.99,449.99,585.0,50.0,270.0,2005-02-14,-0.17
888191,Pokemon Deoxys,Lotad [Reverse Holo] #63,15.48,19.5,39.0,85.63,94.0,324.82,422.0,66.88,195.0,2005-02-14,-0.2
888031,Pokemon Deoxys,Ludicolo #10,14.62,24.99,35.25,95.51,105.0,513.5,668.0,51.5,308.0,2005-02-14,-0.16
888040,Pokemon Deoxys,Ludicolo #19,1.74,8.0,28.7,32.0,35.0,77.65,101.0,10.5,47.0,2005-02-14,-0.25
888138,Pokemon Deoxys,Ludicolo [Reverse Holo] #10,16.53,26.0,50.0,55.67,73.99,2196.16,2855.0,140.0,1318.0,2005-02-14,0.2
888147,Pokemon Deoxys,Ludicolo [Reverse Holo] #19,16.81,14.66,50.0,55.0,61.0,984.82,1280.0,199.0,591.0,2005-02-14,-0.06
888056,Pokemon Deoxys,Lunatone #36,2.08,8.05,16.76,58.99,65.0,71.0,92.0,24.79,43.0,2005-02-14,-0.26
888164,Pokemon Deoxys,Lunatone [Reverse Holo] #36,19.62,34.0,42.49,127.5,140.0,500.91,651.0,100.0,301.0,2005-02-14,-0.16
888041,Pokemon Deoxys,Magcargo #20,2.99,20.0,21.5,22.51,26.0,27.0,35.0,16.0,16.0,2005-02-14,-0.26
888057,Pokemon Deoxys,Magcargo #37,1.68,9.7,11.59,14.5,16.0,109.04,142.0,65.0,65.0,2005-02-14,-0.25
888148,Pokemon Deoxys,Magcargo [Reverse Holo] #20,17.86,15.0,32.98,74.99,82.0,512.5,666.0,102.87,308.0,2005-02-14,-0.16
888165,Pokemon Deoxys,Magcargo [Reverse Holo] #37,15.06,13.14,30.0,55.0,61.0,816.97,1062.0,95.0,490.0,2005-02-14,-0.09
888084,Pokemon Deoxys,Magikarp #64,6.19,14.75,20.49,24.99,27.0,105.0,137.0,21.32,63.0,2005-02-14,-0.25
888192,Pokemon Deoxys,Magikarp [Reverse Holo] #64,99.17,56.0,179.99,375.0,413.0,1425.01,1853.0,549.0,855.0,2005-02-14,0.04
888085,Pokemon Deoxys,Makuhita #65,1.0,10.34,112.37,124.0,136.0,149.0,194.0,14.5,89.0,2005-02-14,-0.24
888193,Pokemon Deoxys,Makuhita [Reverse Holo] #65,11.76,18.5,37.0,65.3,72.0,141.71,184.0,74.99,85.0,2005-02-14,-0.24
888058,Pokemon Deoxys,Manectric #38,1.98,9.74,15.88,26.27,29.0,53.93,70.0,90.0,32.0,2005-02-14,-0.26
888121,Pokemon Deoxys,Manectric EX #101,40.0,100.09,194.33,282.5,311.0,1213.65,1578.0,234.69,728.0,2005-02-14,-0.01
888166,Pokemon Deoxys,Manectric [Reverse Holo] #38,25.88,18.02,81.01,89.0,98.0,150.0,195.0,310.13,90.0,2005-02-14,-0.24
888059,Pokemon Deoxys,Masquerain #39,1.0,5.0,6.77,49.99,55.0,56.43,73.0,34.0,34.0,2005-02-14,-0.26
888167,Pokemon Deoxys,Masquerain [Reverse Holo] #39,8.44,14.0,17.73,59.99,66.0,775.0,1008.0,465.0,465.0,2005-02-14,-0.1
888108,Pokemon Deoxys,Master Ball #88,1.82,10.65,37.81,42.0,42.0,42.95,56.0,26.0,26.0,2005-02-14,-0.26
888216,Pokemon Deoxys,Master Ball [Reverse Holo] #88,27.0,16.0,19.99,22.0,24.0,150.0,195.0,90.0,90.0,2005-02-14,-0.24
888032,Pokemon Deoxys,Metagross #11,24.22,17.75,54.33,89.85,99.0,845.0,1099.0,175.0,507.0,2005-02-14,-0.09
888139,Pokemon Deoxys,Metagross [Reverse Holo] #11,89.0,97.95,161.39,178.0,196.0,733.0,953.0,440.0,440.0,2005-02-14,-0.11
888060,Pokemon Deoxys,Metang #40,1.3,1.79,3.46,15.5,17.0,117.32,153.0,30.0,70.0,2005-02-14,-0.25
888168,Pokemon Deoxys,Metang [Reverse Holo] #40,24.5,14.09,50.0,65.0,72.0,320.01,416.0,99.99,192.0,2005-02-14,-0.2
888109,Pokemon Deoxys,Meteor Falls #89,1.11,3.0,3.92,5.81,6.0,60.68,79.0,15.5,36.0,2005-02-14,-0.26
888217,Pokemon Deoxys,Meteor Falls [Reverse Holo] #89,6.0,9.45,13.99,50.0,55.0,177.5,231.0,107.0,107.0,2005-02-14,-0.23
888033,Pokemon Deoxys,Mightyena #12,16.68,23.39,32.61,88.36,97.0,418.62,544.0,41.0,251.0,2005-02-14,-0.18
888140,Pokemon Deoxys,Mightyena [Reverse Holo] #12,28.31,44.18,59.73,79.76,94.99,1310.25,1703.0,108.0,786.0,2005-02-14,0.01
888061,Pokemon Deoxys,Minun #41,10.0,7.16,9.99,52.0,57.0,149.99,195.0,13.5,90.0,2005-02-14,-0.24
